id,tipo,nombre,calle_y_numero,colonia,alcaldia,cp,categoria,subcategoria
647,Guías de Turistas,Carlos Javier González Martínez,Juan Bautista No.450,La Nopalera,Tláhuac,13220.0,General (NOM08),
648,Guías de Turistas,Anamely Galicia Soriano,Verso Libre No.13,Jaime Torres Bodet,Tláhuac,13530.0,General (NOM08),
649,Guías de Turistas,Enrique Zamora Marin,Francisco Presa No. 55,San Sebastián,Tláhuac,16730.0,General (NOM08),
650,Guías de Turistas,Fernando Yúdico Romo,Candelilla 58-303,Rincón de las Hadas,Tlalpan,14390.0,General (NOM08),
651,Guías de Turistas,Carlos Callejas,Terraplen No.52,Hacienda San Juan,Tlalpan,14370.0,General (NOM08),
652,Guías de Turistas,Salvador García Martínez,Nahoas No. 17,Tlalcoligia,Tlalpan,14430.0,General (NOM08),
653,Guías de Turistas,Sonia Alejandra Tellez Estrada,Nahoas No. 17,Tlalcoligia,Tlalpan,14430.0,General (NOM08),
654,Guías de Turistas,Alejandro Reyes García,Carretera Picacho Ajusco S/N,Pueblo Santo Tomás Ajusco,Tlalpan,14710.0,General (NOM08),
655,Guías de Turistas,Ricardo Sánchez García,Carretera Picacho Ajusco S/N,Valle del Tezontle,Tlalpan,14710.0,General (NOM08),
656,Guías de Turistas,Luis Abraham Rodríguez Arellano,Andador Armenta Mz3 Lt17,Isidro Fabela,Tlalpan,14030.0,General (NOM08),
657,Guías de Turistas,Francisco De La Torre Peñuelas,Cerrada C de Jose Garcia Preciat No.16,Ampliación Miguel Hidalgo,Tlalpan,14250.0,General (NOM08),
658,Guías de Turistas,Luz Clara Somuano Cervantes,"Tecoh, Mz. 118 Lt. 4",Pedregal de San Nicolás,Tlalpan,14100.0,General (NOM08),
659,Guías de Turistas,José Arturo Güendulain Kimsi,Yucalpeten No. 372,Héroes de Padierna,Tlalpan,14200.0,General (NOM08),
660,Guías de Turistas,Raymundo Sandoval Flores,"Violeta, No. 135",Xaltocan,Xochimilco,16090.0,General (NOM08),
661,Guías de Turistas,Ciro Vargas Cortes,Av. 5 de Mayo No.29,Barrio Santa Crucita,Xochimilco,16070.0,General (NOM08),
662,Guías de Turistas,José Alberto Soto Delgado,Av. Las Rosas No.8,Ampliación Tepepan,Xochimilco,16029.0,General (NOM08),
663,Guías de Turistas,Claus Bergmann Vogel,Av. Acueducto No.645,Santiago Tepalcatlalpan,Xochimilco,16200.0,General (NOM08),
664,Guías de Turistas,Mariana Ernestina Montellano Arteaga,"Retorno 1 de Marco, No. 30-102",Rinconada del Sur,Xochimilco,16059.0,General (NOM08),
665,Guías de Turistas,Amado Herrera Figueroa,"Juan de Oca, No.12",Narvarte Oriente,Benito Juárez,3020.0,General (NOM08),
666,Guías de Turistas,Jorge Mendoza González,"Xola, No.62",Álamos,Benito Juárez,3400.0,General (NOM08),
667,Guías de Turistas,Narcizo Villanueva Villalobos,Zempoala No.353,Narvarte Oriente,Benito Juárez,3020.0,General (NOM08),
668,Guías de Turistas,Hugo Sergio Velasco Fuentes,"Concepción Méndez, No. 79, Int. 3",Antenor Salas,Benito Juárez,3010.0,General (NOM08),
669,Guías de Turistas,Iván José Arriaga Arriaga,"Filipinas, No. 804",Portales,Benito Juárez,3300.0,General (NOM08),
670,Guías de Turistas,Jose Enrique Calleros Lozano,Camino a Santa Cruz 70 - 5,Portales,Benito Juárez,3330.0,General (NOM08),
671,Guías de Turistas,Diana Ivonne Lamadrid Orozco,Emiliano Zapata No. 252,Santa Cruz Atoyac,Benito Juárez,3310.0,General (NOM08),
672,Guías de Turistas,Guadalupe Murillo Manríquez,"González de Cossio, No.208",Del Valle,Benito Juárez,3100.0,General (NOM08),
673,Guías de Turistas,Gerardo Delgado Valdivieso,Navarra No.62,Álamos,Benito Juárez,3400.0,General (NOM08),
674,Guías de Turistas,Abigail Bautista Juárez,Isabel la Católica 503 No.593,Álamos,Benito Juárez,3400.0,General (NOM08),
675,Guías de Turistas,Jose Luis Bolaños Cortes,Av. Morena No.1260,Narvarte,Benito Juárez,3020.0,General (NOM08),
676,Guías de Turistas,Hipolito Pineda Arce,Castilla No. 299,Postal,Benito Juárez,3410.0,General (NOM08),
677,Guías de Turistas,Juan Marrugat López,"Altamira, No. 927",Miravalle,Benito Juárez,3580.0,General (NOM08),
678,Guías de Turistas,Irma Gutiérrez Martínez,Amores No.27,Del Valle,Benito Juárez,3100.0,General (NOM08),
679,Guías de Turistas,Alberto Aguiñiga Arroyo,Av. Chapultepec No. 37 INT. A009,Centro,Cuauhtémoc,6070.0,General (NOM08),
680,Guías de Turistas,Maria Del Carmen Martinez Mendez,Bajio 131-24,Roma Sur,Cuauhtémoc,6760.0,General (NOM08),
681,Guías de Turistas,José Luis Vélez Molina,"Calle León y Gama, No.73",Obrera,Cuauhtémoc,6800.0,General (NOM08),
682,Guías de Turistas,Daniel Méndez Donis,"Velazquez de León, No.70, Depto.405",San Rafael,Cuauhtémoc,6470.0,General (NOM08),
683,Guías de Turistas,María Gabriela Cervantes Camarena,"Andrés Molina Enríquez, No.4204",Asturias,Cuauhtémoc,6850.0,General (NOM08),
684,Guías de Turistas,José Manuel Castro Ledesma,Joaquín García Icazbalceta No.64-1,San Rafael,Cuauhtémoc,6470.0,General (NOM08),
685,Guías de Turistas,María Magdalena Ruíz Palmieri,Av.Tamaulipas No.117,Condesa,Cuauhtémoc,6140.0,General (NOM08),
686,Guías de Turistas,Monica Kreislen Schechter De Klein,AV. México No. 203,Hipódromo Condesa,Cuauhtémoc,6100.0,General (NOM08),
687,Guías de Turistas,José Martín Recillas Rosales,Dr. Garcia Diego No.17,Doctores,Cuauhtémoc,6720.0,General (NOM08),
688,Guías de Turistas,Juan Reyes Hernández,"Insurgentes Norte, No. 783",San Simón Tolnáhuac,Cuauhtémoc,6920.0,General (NOM08),
689,Guías de Turistas,Alfonso Guadarrama,Serapio Rendón No. 95 -201A,San Rafael,Cuauhtémoc,6470.0,General (NOM08),
690,Guías de Turistas,Manuel Márquez Escalante,"Monterrey, No.276",Roma,Cuauhtémoc,6760.0,General (NOM08),
691,Guías de Turistas,Marco Antonio Reyes Kneitel,"Río Niágara, No. 9",Cuauhtémoc,Cuauhtémoc,6500.0,General (NOM08),
692,Guías de Turistas,Jesús Yepez Lugo,"Mesones, No. 46-D",Centro,Cuauhtémoc,6080.0,General (NOM08),
693,Guías de Turistas,Rachid Sebbah Fadli,Zacatecas No. 117,Roma,Cuauhtémoc,6700.0,General (NOM08),
694,Guías de Turistas,Martha Dora Loayza Espinoza,"Av. Medellin, No.311",Roma Sur,Cuauhtémoc,6760.0,General (NOM08),
695,Guías de Turistas,Caroline Bernadette Andrée Carayon,"Santo Tomas, No.58",Centro Histórico,Cuauhtémoc,6090.0,General (NOM08),
696,Guías de Turistas,Josefina Coral Montes De Oca García,"Doctor Norma, No.63",Doctores,Cuauhtémoc,6720.0,General (NOM08),
697,Guías de Turistas,Juan Peláez Gongora,Héroes No. 50-102,Guerrero,Cuauhtémoc,6300.0,General (NOM08),
698,Guías de Turistas,Juan Eduardo Peláez Mercado,Héroes No. 50-102,Guerrero,Cuauhtémoc,6300.0,General (NOM08),
699,Guías de Turistas,Tonalli Carrillo Castillo,República del Salvador No.171,Centro,Cuauhtémoc,6090.0,General (NOM08),
700,Guías de Turistas,Junko Chiba,Dr. Andrade No.24 A-201,Doctores,Cuauhtémoc,6720.0,General (NOM08),
701,Guías de Turistas,Alicia Monserrat Trinidad Flores,Av. Manuel Glez. No. 42 Int A-301,Nonoalco,Cuauhtémoc,6900.0,General (NOM08),
702,Guías de Turistas,Roberto Carlos Spíndola Flores,Tokio 84 Int.14,Juárez,Cuauhtémoc,6600.0,General (NOM08),
703,Guías de Turistas,Ángel López Becerra,Av. Ricardo Flores Magón 29,Nonoalco,Cuauhtémoc,6900.0,General (NOM08),
704,Guías de Turistas,José Fabricio Rivera Gómez,"Reforma, No. 500",Cuauhtémoc,Cuauhtémoc,6500.0,General (NOM08),
705,Guías de Turistas,Florina Bistraín Aranda,Rio Lerma No.259-E,Cuauhtémoc,Cuauhtémoc,6500.0,General (NOM08),
706,Guías de Turistas,Laura Medel De Pedro,Colima  401 No.225,Roma,Cuauhtémoc,6700.0,General (NOM08),
707,Guías de Turistas,Hiroaki Sanada,"Calle Cozume, No.5",Roma Norte,Cuauhtémoc,6700.0,General (NOM08),
708,Guías de Turistas,Roberto Guijosa Murgia,"Republica de Brasil, No.12",Centro Histórico,Cuauhtémoc,6000.0,General (NOM08),
709,Guías de Turistas,Gilberto Javier Tapia Rodriguez,Ave. Reforma Num. 439,Cuauhtémoc,Cuauhtémoc,6600.0,General (NOM08),
710,Guías de Turistas,Noriko Ozaki,"Puebla, No. 356-7",Roma Norte,Cuauhtémoc,6700.0,General (NOM08),
711,Guías de Turistas,Porfirio Murillo López,Ezequiel Montes No.79,Tabacalera,Cuauhtémoc,6030.0,General (NOM08),
712,Guías de Turistas,Luis Roberto Noguera Tejeda,Miguel Schultz No.13,San Rafael,Cuauhtémoc,6470.0,General (NOM08),
713,Guías de Turistas,Roberto Guijosa Murguia,Republica de Brasil No. 12,Centro Histórico,Cuauhtémoc,6000.0,General (NOM08),
714,Guías de Turistas,Roberto Martinez Camacho,Antonio García Cubas No. 219 BIS,Tránsito,Cuauhtémoc,6820.0,General (NOM08),
715,Guías de Turistas,Everardo Tellez Pulido,"Tokio, No.18 Bis",Juárez,Cuauhtémoc,6600.0,General (NOM08),
716,Guías de Turistas,Raul Torres Rueda,Av. Chapultepec No.646,San Miguel Chapultepec,Miguel Hidalgo,11850.0,General (NOM08),
717,Guías de Turistas,Annika Kristina Thorsson Gamback,Gregorio V. Gerati No.14-9,San Miguel Chapultepec,Miguel Hidalgo,11850.0,General (NOM08),
718,Guías de Turistas,Jose Manuel Zepeda Rodriguez,AV. Constituyentes No. 703 C-301,16 de Septiembre,Miguel Hidalgo,11810.0,General (NOM08),
719,Guías de Turistas,Juan Carlos Vega Martínez,Quetzalcóatl No.24,Tlaxpana,Miguel Hidalgo,11370.0,General (NOM08),
720,Guías de Turistas,Roberto Ernesto Valle Merchand,Lago Chapala No.41-3,Anáhuac,Miguel Hidalgo,11320.0,General (NOM08),
721,Guías de Turistas,Oscar Godoy Saldaña,Crisantema 3 No.6,Plutarco Elías Calles,Miguel Hidalgo,11350.0,General (NOM08),
722,Guías de Turistas,Alberto Felipe Zaldivar Suárez,Lago Chapala No.41,Anáhuac,Miguel Hidalgo,11320.0,General (NOM08),
723,Guías de Turistas,Dulce Zazil Silva López,Lago Yojoa No.23,Pensíl,Miguel Hidalgo,11430.0,General (NOM08),
724,Guías de Turistas,José Jorge Ruíz Chirino,"Campos Eliseos, No. 220",Polanco,Miguel Hidalgo,11580.0,General (NOM08),
725,Guías de Turistas,Jose Alberto Avilez León,Avenida Mexico Tacuba No. 1523,San Joaquín,Miguel Hidalgo,11230.0,General (NOM08),
726,Guías de Turistas,Antonio Rodriguez Mateos,Gral. Montesinos No. 52,Daniel Garza,Miguel Hidalgo,11830.0,General (NOM08),
727,Guías de Turistas,Rodolfo Miguel Figueroa Lopez,Aluminio No.197,Popular Rastro,Venustiano Carranza,15220.0,General (NOM08),
728,Guías de Turistas,Manuel Saturnino Martinez Sanchez,Siberia No. 199,Pensador Mexicano,Venustiano Carranza,15510.0,General (NOM08),
729,Guías de Turistas,Erika Alvarado López,Av. del Taller No. 791,Jardín Balbuena,Venustiano Carranza,15900.0,General (NOM08),
730,Guías de Turistas,Porfirio Mendez Salinas,"Hacienda y CPN, No.7",Federal,Venustiano Carranza,15700.0,General (NOM08),
731,Guías de Turistas,Emilio Jimenez Mendoza,Avicultura No. 101 Bis,20 de Noviembre,Venustiano Carranza,15300.0,General (NOM08),
732,Guías de Turistas,Jaime Martin Castillo Ortiz,"Nicolas León, No. 316, Int A - 5",Jardín Balbuena,Venustiano Carranza,15900.0,General (NOM08),
733,Guías de Turistas,David Tierrafria García,Norte 13 No.293,Moctezuma 2a. Sección,Venustiano Carranza,15530.0,General (NOM08),
734,Guías de Turistas,Nestor Baños Piña,Avenida 10 No. 95-4,Ignacio Zaragoza,Venustiano Carranza,15000.0,General (NOM08),
735,Guías de Turistas,Antonio Hernández Bejarano,Litografia No. 332,20 de Noviembre,Venustiano Carranza,15800.0,General (NOM08),
736,Guías de Turistas,MIGUEL ANGEL ALVAREZ ANGELES,"Calle 1543, 97",San Juan de Aragón,Gustavo A. Madero,7918.0,General (NOM08),
737,Guías de Turistas,Hector Enrique Ramírez Argueta,"Avenida 543, 209","Unidad San Juan de Aragón, 2A Sec",Gustavo A. Madero,7969.0,General (NOM08),
738,Guías de Turistas,Alberto Jorge Vázquez Martínez,Buenavista 76,Lindavista,Gustavo A. Madero,7300.0,General (NOM08),
739,Agencia Integradora De Servicios,Grupo Armazo Sa De Cv,Rotograbados 193,20 de Noviembre,Venustiano Carranza,15300.0,Agencia Integradora De Servicios,
740,Agencia Integradora De Servicios,"Emigrante, Integradora",Insurgentes Sur No. 1863-301-B,Guadalupe Inn,Álvaro Obregón,1020.0,Agencia Integradora De Servicios,
741,Agencia Integradora De Servicios,T&C,Angel Urraza 625,Del Valle Centro,Benito Juárez,3100.0,Agencia Integradora De Servicios,
742,Agencia Integradora De Servicios,Forza Eventos Y Convenciones,Av. Michocan 134 Dpto 2,Condesa,Cuauhtémoc,6140.0,Agencia Integradora De Servicios,
743,Agencia Integradora De Servicios,CM Social Events,Av. Baja California No. 274,Hipodromo,Cuauhtémoc,6100.0,Agencia Integradora De Servicios,
744,Agencia Integradora De Servicios,Remedios Producciones,Av Emiliano Zapata N° 112  Int. 502,Portales del Sur,Benito Juárez,3300.0,Agencia Integradora De Servicios,
745,Agencia Integradora De Servicios,Grupo Claibi,"Acueducto, No. 645",Santiago Tepalcatlapan,Xochimilco,16200.0,Agencia Integradora De Servicios,
746,Agencia Integradora De Servicios,Epconvenciones,Insurgentes Sur 1377 Piso 3,Insurgentes Mixcoac,Benito Juárez,3920.0,Agencia Integradora De Servicios,
747,Agencia Integradora De Servicios,Consultores en Congresos y Convenciones SA de CV,Mazatlan 5 Col Condesa C.P. 06140,Condesa,Cuauhtémoc,6140.0,Agencia Integradora De Servicios,
748,Agencia Integradora De Servicios,Hit Operadora,Wisconsin No. 13 Col Nápoles C.P. 03810,Nápoles,Benito Juárez,3810.0,Agencia Integradora De Servicios,
749,Agencia Integradora De Servicios,Business Travel Consulting,Avenida Insurgentes Sur No. 1388,Actipan,Benito Juárez,3230.0,Agencia Integradora De Servicios,
750,Agencia Integradora De Servicios,Servicio Integral en Grupos y Convenciones,"Av. Coyoacán, No.1211",Tlacoquemecatl del Valle,Benito Juárez,3100.0,Agencia Integradora De Servicios,
751,Agencia Integradora De Servicios,Innovacc,"Insurgentes Sur No. 1377, Piso 2",Insurgentes Mixcoac,Benito Juárez,3920.0,Agencia Integradora De Servicios,
752,Agencia Integradora De Servicios,Joining,"El Lindero, No.50",Residencial Villacoapa,Tlalpan,14390.0,Agencia Integradora De Servicios,
753,Agencia Integradora De Servicios,Corporación de Eventos Integrales,1A. Cerrada De Cuahtémoc No.4,Santa María Tepepan,Xochimilco,16020.0,Agencia Integradora De Servicios,
754,Agencia Integradora De Servicios,Especialistas En Eventos Medicos,Avenida Jardin 6B,Tlatilco,Azcapotzalco,2860.0,Agencia Integradora De Servicios,
755,Agencia Integradora De Servicios,Ole-Sfera,Avenida 3A 67 Interior 4,Santa Rosa,Gustavo A. Madero,7620.0,Agencia Integradora De Servicios,
756,Agencia Integradora De Servicios,"American Convenciones, S.A. de C.V.",Avenida Tláhuac No. 6820,Tlaltenco,Tláhuac,13400.0,Agencia Integradora De Servicios,
757,Agencia Integradora De Servicios,Yo Planner,Granados No.24,La Navidad,Cuajimalpa de Morelos,5210.0,Agencia Integradora De Servicios,
758,Agencia Integradora De Servicios,Castour Institution,Avenida Guadalupe 9 Interior 2,Guadalupe Proletaria,Gustavo A. Madero,7670.0,Agencia Integradora De Servicios,
759,Agencia Integradora De Servicios,Corporativo Grucevico,Felipe Carrillo Puerto 603 Int B 109,Legaria,Miguel Hidalgo,11410.0,Agencia Integradora De Servicios,
760,Agencia Integradora De Servicios,Sara Produccion,Calle. Providencia No. 4,Del Valle Centro,Benito Juárez,3100.0,Agencia Integradora De Servicios,
761,Agencia Integradora De Servicios,Family Adventour,Avenida Cañada Mz 325,Santiago Acahualtepec,Iztapalapa,9609.0,Agencia Integradora De Servicios,
762,Agencia Integradora De Servicios,Grupo Qs Xpert Solutions Mexico S.A. De C.V.,Trebol 26 Int 204,Santa María la Rivera,Cuauhtémoc,6400.0,Agencia Integradora De Servicios,
763,Agencia Integradora De Servicios,Reservaciones Y Eventos Traveleando Tours,Cda 2 Francisco I Madero 6,Viejo Ejido Santa Ursula Coapa,Coyoacán,4980.0,Agencia Integradora De Servicios,
764,Parques temáticos,Granja Las Américas,Bulevar del Pípila acceso 3,Lomas de Sotelo,Miguel Hidalgo,11200.0,,
765,Spas,"Four Seasons Hotel México, D.F.",Avenida Paseo de la Reforma 500,Juárez,Cuauhtémoc,6600.0,Spa,
766,Spas,JW Marriott Hotel México City,Andrés Bello 29,Polanco V sección,Miguel Hidalgo,11560.0,Spa,
767,Spas,Hotel Presidente México City,Campos Elíseos 218,Polanco V sección,Miguel Hidalgo,11560.0,Spa,
768,Spas,Hotel Habita,Avenida Presidente Masaryk  201,Polanco V sección,Miguel Hidalgo,11560.0,Spa,
769,Spas,Hotel Real del Sur,Avenida División del Norte 3640,El Reloj,Coyoacán,4640.0,Spa,
770,Spas,Hilton México City Reforma,AV. Juarez No.70,Centro,Cuauhtémoc,1610.0,Spa,
771,Spas,Belleza Permanente,Aniceto Ortega 1012,Del Valle Centro,Benito Juárez,3100.0,Spa,
772,Spas,Dermal Day Spa,Paseo de la Reforma 505 planta baja,Cuauhtémoc,Cuauhtémoc,6500.0,Spa,
773,Spas,Mar Aqua Spa,Insurgentes Sur 1650 interior 402,Florida,Álvaro Obregón,1020.0,Spa,
774,Spas,Celestial SPA,"Hamburgo, No.32",Juárez,Benito Juárez,6600.0,Spa,
775,Spas,Spa Liverpool,Mariano Escobedo No. 425,Polanco V Sección,Miguel Hidalgo,11570.0,Spa,
776,Tiempo compartido,Joya Vacations,AV. INSURGENTES SUR #753 PISO 6 INT. 6-B,Nápoles,Benito Juárez,3810.0,Tiempo compartido,
777,Tiempo compartido,Pacifica Resort Ixtapa,CALZADA DE TLALPAN 3604 2 Y 3 PISO,San Lorenzo,Tlalpan,14370.0,Tiempo compartido,
778,Tour Operador,Sistema Moderno de Viajes,Florencia 47,Juarez,Cuauhtémoc,6600.0,Tour Operador,
779,Tour Operador,Mexitours DMC & Grand Tour Operator,Marte No. 95 - 2 Col Guerrero C.P. 06300,Guerrero,Cuauhtémoc,6300.0,Tour Operador,
780,Tour Operador,Intervip,Avenida Félix Cuevas 329 edificio B 102,Del Valle Centro,Benito Juárez,3100.0,Tour Operador,
781,Tour Operador,Inter Cruises Operadora de Viajes,Avenida José María Rico 121 despacho 306,Actipan,Benito Juárez,3230.0,Tour Operador,
782,Tour Operador,Sat Mexico,"Av. Pedro Antonio de los Santos, No. 113",San Miguel Chapultepec,Miguel Hidalgo,11850.0,Tour Operador,
783,Tour Operador,Welcomex,Boulevard del Temoluco andador 22,Residencial Acueducto de Guadalupe,Gustavo A. Madero,7270.0,Tour Operador,
784,Tour Operador,Operadora Turística Zavatours,"Calzada Guadalupe 57, local D1",Maza,Cuauhtémoc,6270.0,Tour Operador,
785,Tour Operador,Taiyo Tour Operadora,Pitágoras 18,Piedad Narvarte,Benito Juárez,3000.0,Tour Operador,
786,Tour Operador,Omextur,Calle Alvaro Obregón 248,Roma Norte,Cuauhtémoc,6700.0,Tour Operador,
787,Tour Operador,Grupo Divisa,Ángel Albino Corzo 4612 interior 305 A,Gertrudis Sánchez 2a. Sección,Gustavo A. Madero,7839.0,Tour Operador,
788,Tour Operador,El Callejón del Viaje,Norte 81a n° 443,Electricistas,Azcapotzalco,2060.0,Tour Operador,
789,Tour Operador,Seven Tours,Nogal No. 80,Sanata María La Ribera,Cuauhtémoc,6400.0,Tour Operador,
790,Tour Operador,Tui México,"Tonalá, No. 121 int. 301",Roma Norte,Cuauhtémoc,6700.0,Tour Operador,
791,Tour Operador,Viajes de Gala,Cubier 101,Anzures,Miguel Hidalgo,11570.0,Tour Operador,
792,Tour Operador,Sianka´an viajes,"Atenas, No.32",Juarez,Cuauhtémoc,6600.0,Tour Operador,
793,Tour Operador,Phillips Turismo Internacional,"Av. Coyoacán 1878, Int. 606",Del Valle Centro,Benito Juárez,3100.0,Tour Operador,
794,Tour Operador,Viajes Khiva,"Tajín, No.698",Vertiz Narvarte,Benito Juárez,3600.0,Tour Operador,
795,Tour Operador,Turismo H Operador Receptivo,Paseo de la Reforma No. 30 - 2,Juarez,Cuauhtémoc,6600.0,Tour Operador,
796,Tour Operador,LTS Turismo Excelente,Boulevard Puerto Aéreo No. 51,Peñon de los Baños,Venustiano Carranza,15520.0,Tour Operador,
797,Tour Operador,Nefertari Travel Agency,"Insurgentes Sur No. 333, Ofna. 4",Hipódromo Condesa,Cuauhtémoc,6100.0,Tour Operador,
798,Tour Operador,Servicios Turísticos JADE,Cerrada de Cándido Avilés,Memetla,Cuajimalpa de Morelos,5330.0,Tour Operador,
799,Transportadora turística,Trans Mex,Santa Lucia Altos Edif. Michoacan 98 Hab. 52,Alfonso XIII,Álvaro Obregón,1460.0,Transportadora turística,
800,Transportadora turística,Viajero Star,Azucenas No.25,Mirador I,Tlalpan,14748.0,Transportadora turística,
801,Transportadora turística,Transportes Lipu,"Francisco I. Madero Nº 67, Piso 81.",Centro,Cuauhtémoc,6000.0,Transportadora turística,
802,Transportadora turística,Yucan Tours,Calle Cuauhtemoc Mz 50 Lt1,Ampliación Los Reyes,Iztapalapa,9849.0,Transportadora turística,
803,Transportadora turística,Yucan Tours,Mirador No. 160 B-512,El Mirador,Coyoacán,4950.0,Transportadora turística,
804,Transportadora turística,Transportes Aeromar S.A. DE C.V.,Hangar 1 Zona D,,Venustiano Carranza,15620.0,Transportadora turística,
805,Transportadora turística,ETN Turistar Lujo,Calle Saturno 39,Nueva  Industrial Vallejo,Gustavo A. Madero,7700.0,Transportadora turística,
806,Transportadora turística,Volaris,Av. Antonio Dovalí Jaime No. 70 Torre B Piso 13,Zedec Santa Fe,Álvaro Obregón,1210.0,Transportadora turística,
807,Transportadora turística,"Transportadora Ejecutiva y Turística Quiram, S.A. de C.V.","Henequén, No. 64 Int. 402",Infonavit Iztacalco,Iztacalco,8900.0,Transportadora turística,
808,Transportadora turística,Latam Airlines Group,Ignacio Ramírez No. 20-4,Tabacalera,Cuauhtémoc,6030.0,Transportadora turística,
809,Transportadora turística,Latam Airlines Group,"Ignacio Ramírez No. 20, 4 Piso",Tabacalera,Cuauhtémoc,6030.0,Transportadora turística,
810,Transportadora turística,Grupo Trombdu,Fuentes Brotantes 31,Portales Oriente,Benito Juárez,3570.0,Transportadora turística,
811,Transportadora turística,Space Tours S.A.DE C.V.,Libertad 22,San Alvarado,Azcapotzalco,2090.0,Transportadora turística,
812,Transportadora turística,Total México,Estrella No.171 F-103,Buenavista,Cuauhtémoc,6350.0,Transportadora turística,
813,Transportadora turística,"Turismo y Transportes Kutsi, S. de R.L. de C.V.","Colima, No.209-102",Roma Norte,Cuauhtémoc,6700.0,Transportadora turística,
814,Transportadora turística,CULTURA Y TRANSPORTACIÓN S.A DE C.V,"Linares, No.76 Col Roma Sur",Roma Sur,Cuauhtémoc,6760.0,Transportadora turística,
815,Transportadora turística,OMNIBUS DE ALBA,Soto 159,Guerrero,Cuauhtémoc,6300.0,Transportadora turística,
816,Transportadora turística,Turibus,Artilleros,10 de Mayo,Venustiano Carranza,15290.0,Transportadora turística,
817,Transportadora turística,Transportacion Turistica Mazatl,Puerto Mazatlan 289,La Pastora,Gustavo A. Madero,7290.0,Transportadora turística,
818,Transportadora turística,Unilat Transportes y Turismo,"Av. Presidente Masaryk, No. 14 Int. 101",Polanco Chapultepec,Miguel Hidalgo,11560.0,Transportadora turística,
819,Transportadora turística,Transportadora Turística García,Retorno 15 Galindo Y Villa 56A,Jardín Balbuena,Venustiano Carranza,15900.0,Transportadora turística,
820,Transportadora turística,Transportes Turísticos Gutierrez,Carretera  Federal A Cuernavaca Km. 23.5,San Andrés Totoltepec,Tlalpan,14400.0,Transportadora turística,
821,Transportadora turística,Copa Airlines,Berna No. 6,Juárez,Cuauhtémoc,6600.0,Transportadora turística,
822,Transportadora turística,Transpon,"Av. Paseo De La Reforma, No.393 Col Cuauhtémoc C.P. 06500",Cuauhtémoc,Cuauhtémoc,6500.0,Transportadora turística,
823,Transportadora turística,Fransac,"Avenida Leandro Valle, No.130",San Lorenzo Acopilco,Cuajimalpa de Morelos,5410.0,Transportadora turística,
824,Transportadora turística,Movesa,Av. Leandro Valle No.56,San Lorenzo Acopilco,Cuajimalpa de Morelos,5410.0,Transportadora turística,
825,Transportadora turística,David Tierrafria García,Norte 13 No.293,Moctezuma 2a Seccion,Venustiano Carranza,15530.0,Transportadora turística,
826,Transportadora turística,Air France,Av. Jaime Balmes No. 8,Los Morales Polanco,Miguel Hidalgo,11510.0,Transportadora turística,
827,Transportadora turística,Transportaciones Turisticas Satélite S.A. de C.V.,Calzada Ignacio Zaragoza No. 2082,Juan Escutia,Iztapalapa,9100.0,Transportadora turística,
828,Turismo alternativo,Oradiac,Camino Viejo a Topilejo 5,San Miguel Topilejo,Tlalpan,14500.0,Operadora,
829,Turismo alternativo,La Cima,Tlalpan 1037,Club de Golf México,Tlalpan,14620.0,Operadora,
830,Turismo alternativo,"Yacatecutli, Destinos Naturales",Calle 1  87 A 302,Agrícola Pantitlan,Iztacalco,8100.0,Operadora,
831,Turismo alternativo,Educamping Club,camino a San Francisco 7904,El Cedral,Xochimilco,16870.0,Operadora,
832,Turismo alternativo,Viento Verde,Gonzalo Garita  1  -  102,Miguel Hidalgo,Tlalpan,14250.0,Operadora,
833,Turismo alternativo,22KN,Avenida México 5510,Huichapan,Xochimilco,16030.0,Operadora,
834,Turismo alternativo,Outward Bound México,Calle General Antonio de León 45 interior 102,San Miguel Chapultepec,Miguel Hidalgo,11850.0,Operadora,
835,Turismo alternativo,Cooperativa Calpulli,Callejón San Juan 3 A,Barrio de San Juan,Tláhuac,13030.0,Operadora,
836,Agencia de viajes,Turimex Lucy,Hamburgo 70 104 bis,Juárez,Cuauhtémoc,6600.0,Mayorista,
837,Agencia de viajes,Felgueres Viajes Jovi,Río Guadalquivir 105 11,Cuauhtémoc,Cuauhtémoc,6500.0,Minorista,
838,Agencia de viajes,Ofertas Turística-Grupo Ofertur,Av. Alvaro Obregon 152,Roma Norte,Cuauhtémoc,6700.0,,
839,Agencia de viajes,Amaparo Servicios Turísticos,Monte Hermon 109,Lomas de Chapultepec,Miguel Hidalgo,11000.0,,
840,Agencia de viajes,Ollyn Tours,Colima 209 102,Roma Norte,Cuauhtémoc,6700.0,Mayorista,
841,Agencia de viajes,Nuevo Mundo,"Marsella 70, ACC",,Cuauhtémoc,6700.0,,
842,Agencia de viajes,Viamix,Luis Moya No.39,Centro Historico,Cuauhtémoc,6050.0,,
843,Agencia de viajes,Ao servicios turisticos,Colima 183 piso 1 planta alta,Roma Norte,Cuauhtémoc,6700.0,Mayorista,
844,Agencia de viajes,Grupo Travel,Avenida José María Vértiz 748,Narvate,Benito Juárez,3020.0,,
845,Agencia de viajes,Viajes Operadora Internacional S. A. de C. V.,Avenida Chapultepec 464 4,Roma Norte,Cuauhtémoc,6700.0,Minorista,
846,Agencia de viajes,Kinich Coyol Viajes,Avenida Chapultepec 536 A piso 2,Roma Norte,Cuauhtémoc,6700.0,Mayorista,
